road_sec_id,ms_no,all_car,line_up_car,time,road,
115,16813620800,1,1,13:01:20,路口1,
115,16813620810,1,1,13:01:21,路口1,
115,16813620820,1,1,13:01:22,路口1,
115,16813620830,1,1,13:01:23,路口1,
115,16813620840,1,1,13:01:24,路口1,
115,16813620850,1,1,13:01:25,路口1,
115,16813620860,1,1,13:01:26,路口1,
115,16813620870,1,1,13:01:27,路口1,
115,16813620880,1,1,13:01:28,路口1,
115,16813620890,1,1,13:01:29,路口1,
115,16813620900,1,1,13:01:30,路口1,
115,16813620910,1,1,13:01:31,路口1,
115,16813620920,1,1,13:01:32,路口1,
115,16813620930,1,1,13:01:33,路口1,
115,16813620940,1,1,13:01:34,路口1,
115,16813620950,1,1,13:01:35,路口1,
115,16813620960,1,1,13:01:36,路口1,
115,16813620970,1,1,13:01:37,路口1,
115,16813620980,1,1,13:01:38,路口1,
115,16813620990,1,1,13:01:39,路口1,
115,16813621000,1,1,13:01:40,路口1,
115,16813621010,1,1,13:01:41,路口1,
115,16813621020,1,1,13:01:42,路口1,
115,16813621030,1,1,13:01:43,路口1,
115,16813621040,1,1,13:01:44,路口1,
115,16813621050,1,1,13:01:45,路口1,
115,16813621060,1,1,13:01:46,路口1,
115,16813621070,1,1,13:01:47,路口1,
115,16813621080,1,1,13:01:48,路口1,
115,16813621090,1,1,13:01:49,路口1,
115,16813621100,1,1,13:01:50,路口1,
115,16813621110,1,1,13:01:51,路口1,
115,16813621120,1,1,13:01:52,路口1,
115,16813621130,1,1,13:01:53,路口1,
115,16813621140,1,1,13:01:54,路口1,
115,16813621150,1,1,13:01:55,路口1,
115,16813621160,1,1,13:01:56,路口1,
115,16813621170,1,1,13:01:57,路口1,
115,16813621180,1,1,13:01:58,路口1,
115,16813621190,1,1,13:01:59,路口1,
115,16813621200,2,1,13:02:00,路口1,
115,16813621210,2,0,13:02:01,路口1,
115,16813621220,2,0,13:02:02,路口1,
115,16813621230,1,0,13:02:03,路口1,
115,16813621240,0,0,13:02:04,路口1,
115,16813621250,0,0,13:02:05,路口1,
115,16813621260,0,0,13:02:06,路口1,
115,16813621270,0,0,13:02:07,路口1,
115,16813621280,0,0,13:02:08,路口1,
115,16813621290,0,0,13:02:09,路口1,
115,16813621300,0,0,13:02:10,路口1,
115,16813621310,0,0,13:02:11,路口1,
115,16813621320,0,0,13:02:12,路口1,
115,16813621330,0,0,13:02:13,路口1,
115,16813621340,0,0,13:02:14,路口1,
115,16813621350,0,0,13:02:15,路口1,
115,16813621360,0,0,13:02:16,路口1,
115,16813621370,0,0,13:02:17,路口1,
115,16813621380,0,0,13:02:18,路口1,
115,16813621390,0,0,13:02:19,路口1,
115,16813621400,0,0,13:02:20,路口1,
115,16813621410,0,0,13:02:21,路口1,
115,16813621420,0,0,13:02:22,路口1,
115,16813621430,0,0,13:02:23,路口1,
115,16813621440,0,0,13:02:24,路口1,
115,16813621450,0,0,13:02:25,路口1,
115,16813621460,0,0,13:02:26,路口1,
115,16813621470,0,0,13:02:27,路口1,
115,16813621480,0,0,13:02:28,路口1,
115,16813621490,0,0,13:02:29,路口1,
115,16813621500,0,0,13:02:30,路口1,
115,16813621510,0,0,13:02:31,路口1,
115,16813621520,0,0,13:02:32,路口1,
115,16813621530,0,0,13:02:33,路口1,
115,16813621540,0,0,13:02:34,路口1,
115,16813621550,0,0,13:02:35,路口1,
115,16813621560,1,0,13:02:36,路口1,
115,16813621570,1,0,13:02:37,路口1,
115,16813621580,1,0,13:02:38,路口1,
115,16813621590,1,0,13:02:39,路口1,
115,16813621600,1,1,13:02:40,路口1,
115,16813621610,1,1,13:02:41,路口1,
115,16813621620,1,1,13:02:42,路口1,
115,16813621630,1,0,13:02:43,路口1,
115,16813621640,1,0,13:02:44,路口1,
115,16813621650,0,0,13:02:45,路口1,
115,16813621660,0,0,13:02:46,路口1,
115,16813621670,0,0,13:02:47,路口1,
115,16813621680,0,0,13:02:48,路口1,
115,16813621690,0,0,13:02:49,路口1,
115,16813621700,0,0,13:02:50,路口1,
115,16813621710,0,0,13:02:51,路口1,
115,16813621720,0,0,13:02:52,路口1,
115,16813621730,0,0,13:02:53,路口1,
115,16813621740,0,0,13:02:54,路口1,
115,16813621750,0,0,13:02:55,路口1,
115,16813621760,0,0,13:02:56,路口1,
115,16813621770,0,0,13:02:57,路口1,
115,16813621780,0,0,13:02:58,路口1,
115,16813621790,0,0,13:02:59,路口1,
115,16813621800,0,0,13:03:00,路口1,
115,16813621810,0,0,13:03:01,路口1,
115,16813621820,0,0,13:03:02,路口1,
115,16813621830,0,0,13:03:03,路口1,
115,16813621840,0,0,13:03:04,路口1,
115,16813621850,0,0,13:03:05,路口1,
115,16813621860,0,0,13:03:06,路口1,
115,16813621870,0,0,13:03:07,路口1,
115,16813621880,0,0,13:03:08,路口1,
115,16813621890,0,0,13:03:09,路口1,
115,16813621900,0,0,13:03:10,路口1,
115,16813621910,0,0,13:03:11,路口1,
115,16813621920,0,0,13:03:12,路口1,
115,16813621930,0,0,13:03:13,路口1,
115,16813621940,0,0,13:03:14,路口1,
115,16813621950,0,0,13:03:15,路口1,
115,16813621960,0,0,13:03:16,路口1,
115,16813621970,0,0,13:03:17,路口1,
115,16813621980,0,0,13:03:18,路口1,
115,16813621990,0,0,13:03:19,路口1,
115,16813622000,0,0,13:03:20,路口1,
115,16813622010,0,0,13:03:21,路口1,
115,16813622020,0,0,13:03:22,路口1,
115,16813622030,0,0,13:03:23,路口1,
115,16813622040,0,0,13:03:24,路口1,
115,16813622050,0,0,13:03:25,路口1,
115,16813622060,0,0,13:03:26,路口1,
115,16813622070,0,0,13:03:27,路口1,
115,16813622080,0,0,13:03:28,路口1,
115,16813622090,0,0,13:03:29,路口1,
115,16813622100,0,0,13:03:30,路口1,
115,16813622110,0,0,13:03:31,路口1,
115,16813622120,0,0,13:03:32,路口1,
115,16813622130,0,0,13:03:33,路口1,
115,16813622140,0,0,13:03:34,路口1,
115,16813622150,0,0,13:03:35,路口1,
115,16813622160,0,0,13:03:36,路口1,
115,16813622170,0,0,13:03:37,路口1,
115,16813622180,0,0,13:03:38,路口1,
115,16813622190,0,0,13:03:39,路口1,
115,16813622200,0,0,13:03:40,路口1,
115,16813622210,0,0,13:03:41,路口1,
115,16813622220,0,0,13:03:42,路口1,
115,16813622230,0,0,13:03:43,路口1,
115,16813622240,0,0,13:03:44,路口1,
115,16813622250,0,0,13:03:45,路口1,
115,16813622260,0,0,13:03:46,路口1,
115,16813622270,0,0,13:03:47,路口1,
115,16813622280,0,0,13:03:48,路口1,
115,16813622290,0,0,13:03:49,路口1,
115,16813622300,0,0,13:03:50,路口1,
115,16813622310,0,0,13:03:51,路口1,
115,16813622320,0,0,13:03:52,路口1,
115,16813622330,0,0,13:03:53,路口1,
115,16813622340,0,0,13:03:54,路口1,
115,16813622350,0,0,13:03:55,路口1,
115,16813622360,0,0,13:03:56,路口1,
115,16813622370,0,0,13:03:57,路口1,
115,16813622380,0,0,13:03:58,路口1,
115,16813622390,0,0,13:03:59,路口1,
115,16813622400,0,0,13:04:00,路口1,
115,16813622410,0,0,13:04:01,路口1,
115,16813622420,0,0,13:04:02,路口1,
115,16813622430,0,0,13:04:03,路口1,
115,16813622440,0,0,13:04:04,路口1,
115,16813622450,0,0,13:04:05,路口1,
115,16813622460,0,0,13:04:06,路口1,
115,16813622470,0,0,13:04:07,路口1,
115,16813622480,0,0,13:04:08,路口1,
115,16813622490,0,0,13:04:09,路口1,
115,16813622500,0,0,13:04:10,路口1,
115,16813622510,0,0,13:04:11,路口1,
115,16813622520,0,0,13:04:12,路口1,
115,16813622530,0,0,13:04:13,路口1,
115,16813622540,0,0,13:04:14,路口1,
115,16813622550,0,0,13:04:15,路口1,
115,16813622560,0,0,13:04:16,路口1,
115,16813622570,0,0,13:04:17,路口1,
115,16813622580,0,0,13:04:18,路口1,
115,16813622590,0,0,13:04:19,路口1,
115,16813622600,0,0,13:04:20,路口1,
115,16813622610,0,0,13:04:21,路口1,
115,16813622620,0,0,13:04:22,路口1,
115,16813622630,0,0,13:04:23,路口1,
115,16813622640,0,0,13:04:24,路口1,
115,16813622650,0,0,13:04:25,路口1,
115,16813622660,0,0,13:04:26,路口1,
115,16813622670,0,0,13:04:27,路口1,
115,16813622680,0,0,13:04:28,路口1,
115,16813622690,0,0,13:04:29,路口1,
115,16813622700,0,0,13:04:30,路口1,
115,16813622710,0,0,13:04:31,路口1,
115,16813622720,0,0,13:04:32,路口1,
115,16813622730,0,0,13:04:33,路口1,
115,16813622740,0,0,13:04:34,路口1,
115,16813622750,0,0,13:04:35,路口1,
115,16813622760,0,0,13:04:36,路口1,
115,16813622770,0,0,13:04:37,路口1,
115,16813622780,0,0,13:04:38,路口1,
115,16813622790,0,0,13:04:39,路口1,
115,16813622800,0,0,13:04:40,路口1,
115,16813622810,0,0,13:04:41,路口1,
115,16813622820,0,0,13:04:42,路口1,
115,16813622830,0,0,13:04:43,路口1,
115,16813622840,0,0,13:04:44,路口1,
115,16813622850,0,0,13:04:45,路口1,
115,16813622860,0,0,13:04:46,路口1,
115,16813622870,0,0,13:04:47,路口1,
115,16813622880,0,0,13:04:48,路口1,
115,16813622890,0,0,13:04:49,路口1,
115,16813622900,0,0,13:04:50,路口1,
115,16813622910,0,0,13:04:51,路口1,
115,16813622920,0,0,13:04:52,路口1,
115,16813622930,0,0,13:04:53,路口1,
115,16813622940,0,0,13:04:54,路口1,
115,16813622950,0,0,13:04:55,路口1,
115,16813622960,0,0,13:04:56,路口1,
115,16813622970,0,0,13:04:57,路口1,
115,16813622980,0,0,13:04:58,路口1,
115,16813622990,0,0,13:04:59,路口1,
115,16813623000,0,0,13:05:00,路口1,
115,16813623010,0,0,13:05:01,路口1,
115,16813623020,0,0,13:05:02,路口1,
115,16813623030,0,0,13:05:03,路口1,
115,16813623040,0,0,13:05:04,路口1,
115,16813623050,0,0,13:05:05,路口1,
115,16813623060,0,0,13:05:06,路口1,
115,16813623070,0,0,13:05:07,路口1,
115,16813623080,0,0,13:05:08,路口1,
115,16813623090,0,0,13:05:09,路口1,
115,16813623100,0,0,13:05:10,路口1,
115,16813623110,0,0,13:05:11,路口1,
115,16813623120,0,0,13:05:12,路口1,
115,16813623130,0,0,13:05:13,路口1,
115,16813623140,0,0,13:05:14,路口1,
115,16813623150,0,0,13:05:15,路口1,
115,16813623160,0,0,13:05:16,路口1,
115,16813623170,0,0,13:05:17,路口1,
115,16813623180,0,0,13:05:18,路口1,
115,16813623190,0,0,13:05:19,路口1,
115,16813623200,0,0,13:05:20,路口1,
115,16813623210,0,0,13:05:21,路口1,
115,16813623220,0,0,13:05:22,路口1,
115,16813623230,0,0,13:05:23,路口1,
115,16813623240,0,0,13:05:24,路口1,
115,16813623250,0,0,13:05:25,路口1,
115,16813623260,0,0,13:05:26,路口1,
115,16813623270,0,0,13:05:27,路口1,
115,16813623280,0,0,13:05:28,路口1,
115,16813623290,0,0,13:05:29,路口1,
115,16813623300,0,0,13:05:30,路口1,
115,16813623310,0,0,13:05:31,路口1,
115,16813623320,0,0,13:05:32,路口1,
115,16813623330,0,0,13:05:33,路口1,
115,16813623340,0,0,13:05:34,路口1,
115,16813623350,0,0,13:05:35,路口1,
115,16813623360,0,0,13:05:36,路口1,
115,16813623370,0,0,13:05:37,路口1,
115,16813623380,0,0,13:05:38,路口1,
115,16813623390,0,0,13:05:39,路口1,
115,16813623400,0,0,13:05:40,路口1,
115,16813623410,0,0,13:05:41,路口1,
115,16813623420,1,0,13:05:42,路口1,
115,16813623430,1,0,13:05:43,路口1,
115,16813623440,1,0,13:05:44,路口1,
115,16813623450,1,0,13:05:45,路口1,
115,16813623460,1,0,13:05:46,路口1,
115,16813623470,1,0,13:05:47,路口1,
115,16813623480,1,0,13:05:48,路口1,
115,16813623490,1,0,13:05:49,路口1,
115,16813623500,0,0,13:05:50,路口1,
115,16813623510,0,0,13:05:51,路口1,
115,16813623520,0,0,13:05:52,路口1,
115,16813623530,0,0,13:05:53,路口1,
115,16813623540,0,0,13:05:54,路口1,
115,16813623550,0,0,13:05:55,路口1,
115,16813623560,0,0,13:05:56,路口1,
115,16813623570,0,0,13:05:57,路口1,
115,16813623580,0,0,13:05:58,路口1,
115,16813623590,0,0,13:05:59,路口1,
115,16813623600,0,0,13:06:00,路口1,
115,16813623610,0,0,13:06:01,路口1,
115,16813623620,0,0,13:06:02,路口1,
115,16813623630,0,0,13:06:03,路口1,
115,16813623640,0,0,13:06:04,路口1,
115,16813623650,0,0,13:06:05,路口1,
115,16813623660,0,0,13:06:06,路口1,
115,16813623670,0,0,13:06:07,路口1,
115,16813623680,0,0,13:06:08,路口1,
115,16813623690,0,0,13:06:09,路口1,
115,16813623700,0,0,13:06:10,路口1,
115,16813623710,0,0,13:06:11,路口1,
115,16813623720,0,0,13:06:12,路口1,
115,16813623730,0,0,13:06:13,路口1,
115,16813623740,0,0,13:06:14,路口1,
115,16813623750,0,0,13:06:15,路口1,
115,16813623760,0,0,13:06:16,路口1,
115,16813623770,0,0,13:06:17,路口1,
115,16813623780,0,0,13:06:18,路口1,
115,16813623790,0,0,13:06:19,路口1,
115,16813623800,0,0,13:06:20,路口1,
115,16813623810,0,0,13:06:21,路口1,
115,16813623820,0,0,13:06:22,路口1,
115,16813623830,0,0,13:06:23,路口1,
115,16813623840,0,0,13:06:24,路口1,
115,16813623850,0,0,13:06:25,路口1,
115,16813623860,0,0,13:06:26,路口1,
115,16813623870,0,0,13:06:27,路口1,
115,16813623880,0,0,13:06:28,路口1,
115,16813623890,0,0,13:06:29,路口1,
115,16813623900,0,0,13:06:30,路口1,
115,16813623910,0,0,13:06:31,路口1,
115,16813623920,0,0,13:06:32,路口1,
115,16813623930,0,0,13:06:33,路口1,
115,16813623940,0,0,13:06:34,路口1,
115,16813623950,0,0,13:06:35,路口1,
115,16813623960,0,0,13:06:36,路口1,
115,16813623970,0,0,13:06:37,路口1,
115,16813623980,0,0,13:06:38,路口1,
115,16813623990,0,0,13:06:39,路口1,
115,16813624000,0,0,13:06:40,路口1,
115,16813624010,0,0,13:06:41,路口1,
115,16813624020,0,0,13:06:42,路口1,
115,16813624030,0,0,13:06:43,路口1,
115,16813624040,0,0,13:06:44,路口1,
115,16813624050,0,0,13:06:45,路口1,
115,16813624060,0,0,13:06:46,路口1,
115,16813624070,0,0,13:06:47,路口1,
115,16813624080,0,0,13:06:48,路口1,
115,16813624090,0,0,13:06:49,路口1,
115,16813624100,0,0,13:06:50,路口1,
115,16813624110,0,0,13:06:51,路口1,
115,16813624120,0,0,13:06:52,路口1,
115,16813624130,0,0,13:06:53,路口1,
115,16813624140,0,0,13:06:54,路口1,
115,16813624150,0,0,13:06:55,路口1,
115,16813624160,0,0,13:06:56,路口1,
115,16813624170,0,0,13:06:57,路口1,
115,16813624180,0,0,13:06:58,路口1,
115,16813624190,0,0,13:06:59,路口1,
115,16813624200,0,0,13:07:00,路口1,
115,16813624210,0,0,13:07:01,路口1,
115,16813624220,0,0,13:07:02,路口1,
115,16813624230,0,0,13:07:03,路口1,
115,16813624240,0,0,13:07:04,路口1,
115,16813624250,0,0,13:07:05,路口1,
115,16813624260,0,0,13:07:06,路口1,
115,16813624270,0,0,13:07:07,路口1,
115,16813624280,0,0,13:07:08,路口1,
115,16813624290,0,0,13:07:09,路口1,
115,16813624300,0,0,13:07:10,路口1,
115,16813624310,0,0,13:07:11,路口1,
115,16813624320,1,0,13:07:12,路口1,
115,16813624330,1,0,13:07:13,路口1,
115,16813624340,1,0,13:07:14,路口1,
115,16813624350,1,0,13:07:15,路口1,
115,16813624360,1,0,13:07:16,路口1,
115,16813624370,1,1,13:07:17,路口1,
115,16813624380,1,1,13:07:18,路口1,
115,16813624390,1,1,13:07:19,路口1,
115,16813624400,1,1,13:07:20,路口1,
115,16813624410,1,1,13:07:21,路口1,
115,16813624420,1,1,13:07:22,路口1,
115,16813624430,1,1,13:07:23,路口1,
115,16813624440,1,1,13:07:24,路口1,
115,16813624450,1,1,13:07:25,路口1,
115,16813624460,1,1,13:07:26,路口1,
115,16813624470,1,1,13:07:27,路口1,
115,16813624480,1,1,13:07:28,路口1,
115,16813624490,1,1,13:07:29,路口1,
115,16813624500,1,1,13:07:30,路口1,
115,16813624510,1,1,13:07:31,路口1,
115,16813624520,1,1,13:07:32,路口1,
115,16813624530,1,1,13:07:33,路口1,
115,16813624540,1,1,13:07:34,路口1,
115,16813624550,1,1,13:07:35,路口1,
115,16813624560,1,1,13:07:36,路口1,
115,16813624570,1,1,13:07:37,路口1,
115,16813624580,1,1,13:07:38,路口1,
115,16813624590,1,1,13:07:39,路口1,
115,16813624600,1,1,13:07:40,路口1,
115,16813624610,1,1,13:07:41,路口1,
115,16813624620,1,1,13:07:42,路口1,
115,16813624630,1,1,13:07:43,路口1,
115,16813624640,1,1,13:07:44,路口1,
115,16813624650,1,1,13:07:45,路口1,
115,16813624660,1,1,13:07:46,路口1,
115,16813624670,1,1,13:07:47,路口1,
115,16813624680,2,1,13:07:48,路口1,
115,16813624690,2,1,13:07:49,路口1,
115,16813624700,2,1,13:07:50,路口1,
115,16813624710,1,1,13:07:51,路口1,
115,16813624720,1,1,13:07:52,路口1,
115,16813624730,1,1,13:07:53,路口1,
115,16813624740,1,1,13:07:54,路口1,
115,16813624750,1,1,13:07:55,路口1,
115,16813624760,1,1,13:07:56,路口1,
115,16813624770,1,1,13:07:57,路口1,
115,16813624780,1,1,13:07:58,路口1,
115,16813624790,1,1,13:07:59,路口1,
115,16813624800,1,1,13:08:00,路口1,
115,16813624810,1,1,13:08:01,路口1,
115,16813624820,1,1,13:08:02,路口1,
115,16813624830,1,1,13:08:03,路口1,
115,16813624840,1,1,13:08:04,路口1,
115,16813624850,1,1,13:08:05,路口1,
115,16813624860,1,1,13:08:06,路口1,
115,16813624870,1,1,13:08:07,路口1,
115,16813624880,2,1,13:08:08,路口1,
115,16813624890,2,1,13:08:09,路口1,
115,16813624900,2,0,13:08:10,路口1,
115,16813624910,2,0,13:08:11,路口1,
115,16813624920,1,0,13:08:12,路口1,
115,16813624930,1,0,13:08:13,路口1,
115,16813624940,0,0,13:08:14,路口1,
115,16813624950,0,0,13:08:15,路口1,
115,16813624960,0,0,13:08:16,路口1,
115,16813624970,0,0,13:08:17,路口1,
115,16813624980,0,0,13:08:18,路口1,
115,16813624990,0,0,13:08:19,路口1,
115,16813625000,0,0,13:08:20,路口1,
115,16813625010,0,0,13:08:21,路口1,
115,16813625020,0,0,13:08:22,路口1,
115,16813625030,0,0,13:08:23,路口1,
115,16813625040,0,0,13:08:24,路口1,
115,16813625050,0,0,13:08:25,路口1,
115,16813625060,0,0,13:08:26,路口1,
115,16813625070,0,0,13:08:27,路口1,
115,16813625080,0,0,13:08:28,路口1,
115,16813625090,0,0,13:08:29,路口1,
115,16813625100,0,0,13:08:30,路口1,
115,16813625110,0,0,13:08:31,路口1,
115,16813625120,0,0,13:08:32,路口1,
115,16813625130,0,0,13:08:33,路口1,
115,16813625140,0,0,13:08:34,路口1,
115,16813625150,0,0,13:08:35,路口1,
115,16813625160,0,0,13:08:36,路口1,
115,16813625170,0,0,13:08:37,路口1,
115,16813625180,0,0,13:08:38,路口1,
115,16813625190,0,0,13:08:39,路口1,
115,16813625200,0,0,13:08:40,路口1,
115,16813625210,0,0,13:08:41,路口1,
115,16813625220,0,0,13:08:42,路口1,
115,16813625230,0,0,13:08:43,路口1,
115,16813625240,0,0,13:08:44,路口1,
115,16813625250,0,0,13:08:45,路口1,
115,16813625260,0,0,13:08:46,路口1,
115,16813625270,0,0,13:08:47,路口1,
115,16813625280,0,0,13:08:48,路口1,
115,16813625290,0,0,13:08:49,路口1,
115,16813625300,0,0,13:08:50,路口1,
115,16813625310,0,0,13:08:51,路口1,
115,16813625320,0,0,13:08:52,路口1,
115,16813625330,0,0,13:08:53,路口1,
115,16813625340,0,0,13:08:54,路口1,
115,16813625350,0,0,13:08:55,路口1,
115,16813625360,0,0,13:08:56,路口1,
115,16813625370,0,0,13:08:57,路口1,
115,16813625380,0,0,13:08:58,路口1,
115,16813625390,0,0,13:08:59,路口1,
115,16813625400,0,0,13:09:00,路口1,
115,16813625410,0,0,13:09:01,路口1,
115,16813625420,0,0,13:09:02,路口1,
115,16813625430,0,0,13:09:03,路口1,
115,16813625440,0,0,13:09:04,路口1,
115,16813625450,0,0,13:09:05,路口1,
115,16813625460,0,0,13:09:06,路口1,
115,16813625470,0,0,13:09:07,路口1,
115,16813625480,0,0,13:09:08,路口1,
115,16813625490,0,0,13:09:09,路口1,
115,16813625500,0,0,13:09:10,路口1,
115,16813625510,0,0,13:09:11,路口1,
115,16813625520,0,0,13:09:12,路口1,
115,16813625530,0,0,13:09:13,路口1,
115,16813625540,0,0,13:09:14,路口1,
115,16813625550,0,0,13:09:15,路口1,
115,16813625560,0,0,13:09:16,路口1,
115,16813625570,0,0,13:09:17,路口1,
115,16813625580,0,0,13:09:18,路口1,
115,16813625590,0,0,13:09:19,路口1,
115,16813625600,0,0,13:09:20,路口1,
115,16813625610,0,0,13:09:21,路口1,
115,16813625620,0,0,13:09:22,路口1,
115,16813625630,0,0,13:09:23,路口1,
115,16813625640,0,0,13:09:24,路口1,
115,16813625650,0,0,13:09:25,路口1,
115,16813625660,0,0,13:09:26,路口1,
115,16813625670,0,0,13:09:27,路口1,
115,16813625680,0,0,13:09:28,路口1,
115,16813625690,0,0,13:09:29,路口1,
115,16813625700,0,0,13:09:30,路口1,
115,16813625710,0,0,13:09:31,路口1,
115,16813625720,0,0,13:09:32,路口1,
115,16813625730,0,0,13:09:33,路口1,
115,16813625740,0,0,13:09:34,路口1,
115,16813625750,0,0,13:09:35,路口1,
115,16813625760,0,0,13:09:36,路口1,
115,16813625770,0,0,13:09:37,路口1,
115,16813625780,0,0,13:09:38,路口1,
115,16813625790,0,0,13:09:39,路口1,
115,16813625800,1,0,13:09:40,路口1,
115,16813625810,1,0,13:09:41,路口1,
115,16813625820,1,0,13:09:42,路口1,
115,16813625830,0,0,13:09:43,路口1,
115,16813625840,0,0,13:09:44,路口1,
115,16813625850,0,0,13:09:45,路口1,
115,16813625860,0,0,13:09:46,路口1,
115,16813625870,0,0,13:09:47,路口1,
115,16813625880,0,0,13:09:48,路口1,
115,16813625890,0,0,13:09:49,路口1,
115,16813625900,0,0,13:09:50,路口1,
115,16813625910,0,0,13:09:51,路口1,
115,16813625920,0,0,13:09:52,路口1,
115,16813625930,0,0,13:09:53,路口1,
115,16813625940,0,0,13:09:54,路口1,
115,16813625950,0,0,13:09:55,路口1,
115,16813625960,0,0,13:09:56,路口1,
115,16813625970,0,0,13:09:57,路口1,
115,16813625980,0,0,13:09:58,路口1,
115,16813625990,0,0,13:09:59,路口1,
115,16813626000,0,0,13:10:00,路口1,
115,16813626010,0,0,13:10:01,路口1,
115,16813626020,0,0,13:10:02,路口1,
115,16813626030,0,0,13:10:03,路口1,
115,16813626040,0,0,13:10:04,路口1,
115,16813626050,0,0,13:10:05,路口1,
115,16813626060,0,0,13:10:06,路口1,
115,16813626070,0,0,13:10:07,路口1,
115,16813626080,0,0,13:10:08,路口1,
115,16813626090,0,0,13:10:09,路口1,
115,16813626100,0,0,13:10:10,路口1,
115,16813626110,0,0,13:10:11,路口1,
115,16813626120,0,0,13:10:12,路口1,
115,16813626130,0,0,13:10:13,路口1,
115,16813626140,0,0,13:10:14,路口1,
115,16813626150,0,0,13:10:15,路口1,
115,16813626160,0,0,13:10:16,路口1,
115,16813626170,0,0,13:10:17,路口1,
115,16813626180,0,0,13:10:18,路口1,
115,16813626190,0,0,13:10:19,路口1,
115,16813626200,0,0,13:10:20,路口1,
115,16813626210,0,0,13:10:21,路口1,
115,16813626220,0,0,13:10:22,路口1,
115,16813626230,0,0,13:10:23,路口1,
115,16813626240,0,0,13:10:24,路口1,
115,16813626250,0,0,13:10:25,路口1,
115,16813626260,0,0,13:10:26,路口1,
115,16813626270,0,0,13:10:27,路口1,
115,16813626280,0,0,13:10:28,路口1,
115,16813626290,0,0,13:10:29,路口1,
115,16813626300,0,0,13:10:30,路口1,
115,16813626310,1,0,13:10:31,路口1,
115,16813626320,1,0,13:10:32,路口1,
