road_sec_id,v_mean,ms_no,occupancy,delay_point,health_point,time,road
1,14.55384304,16813587100,0.071592176,0.449748548,96.57055453,12:05:10,路口5
1,16.5930452,16813587200,0.029830073,0.394476704,97.42162406,12:05:20,路口5
1,13.26121717,16813587300,0.035796088,0.493587406,97.2544367,12:05:30,路口5
1,0,16813587400,0,0,100,12:05:40,路口5
1,0,16813587500,0,0,100,12:05:50,路口5
1,5.188092783,16813587600,0.035796088,1.261652413,95.81866164,12:06:00,路口5
1,2.396728624,16813587700,0.304266747,2.731043353,86.94325295,12:06:10,路口5
1,0.619313076,16813587800,0.405688996,10.56908054,65.42635995,12:06:20,路口5
1,1.558350089,16813587900,0.399722982,4.200320469,81.41123819,12:06:30,路口5
1,3.995179525,16813588000,0.047728117,1.638366871,94.70980971,12:06:40,路口5
1,18.596983,16813588100,0.005966015,0.351969445,97.88493712,12:06:50,路口5
1,7.247380741,16813588200,0.101422249,0.903163503,95.27880342,12:07:00,路口5
1,3.314840016,16813588300,0.244606601,1.97462615,89.97241221,12:07:10,路口5
1,1.880658301,16813588400,0.363926894,3.480467331,83.9074543,12:07:20,路口5
1,4.099548941,16813588500,0.375858923,1.596656089,88.24520838,12:07:30,路口5
1,0,16813588600,0.119320293,0,97.61359414,12:07:40,路口5
1,1.910361883,16813588700,0.17898044,3.426350701,87.73989274,12:07:50,路口5
1,1.493981093,16813588800,0.286368703,4.381293586,83.2297531,12:08:00,路口5
1,1.176899455,16813588900,0.17898044,5.561706863,82.44551008,12:08:10,路口5
1,0,16813589000,0.119320293,0,97.61359414,12:08:20,路口5
1,0,16813589100,0.119320293,0,97.61359414,12:08:30,路口5
1,0,16813589200,0.119320293,0,97.61359414,12:08:40,路口5
1,2.139845245,16813589300,0.149150366,3.058898672,89.24135528,12:08:50,路口5
1,5.110667824,16813589400,0.220742542,1.280766037,92.07659399,12:09:00,路口5
1,4.037892316,16813589500,0.310232762,1.62103624,89.50048062,12:09:10,路口5
1,1.106296349,16813589600,0.566771392,5.916651343,73.80656602,12:09:20,路口5
1,0.771057978,16813589700,0.888936183,8.489076008,60.95232284,12:09:30,路口5
1,0.955487429,16813589800,0.960528359,6.850503293,63.60584534,12:09:40,路口5
1,4.196184702,16813589900,0.483247187,1.559886002,86.18357018,12:09:50,路口5
1,5.103639487,16813590000,0.316198777,1.282529809,90.16348158,12:10:00,路口5
1,4.234165389,16813590100,0.214776527,1.545893742,91.58568517,12:10:10,路口5
1,0,16813590200,0.119320293,0,97.61359414,12:10:20,路口5
1,0.315064582,16813590300,0.07755819,20.77532717,46.49161438,12:10:30,路口5
1,0,16813590400,0,0,100,12:10:40,路口5
1,0,16813590500,0,0,100,12:10:50,路口5
1,6.641360806,16813590600,0.107388264,0.985576596,94.98981159,12:11:00,路口5
1,2.119007585,16813590700,0.42358704,3.088978927,83.67867142,12:11:10,路口5
1,2.963979848,16813590800,0.274436674,2.20837189,88.812498,12:11:20,路口5
1,0.864068364,16813590900,0.131252322,7.575291555,78.38488056,12:11:30,路口5
1,5.555442226,16813591000,0.184946454,1.178226595,93.02217789,12:11:40,路口5
1,4.886533894,16813591100,0.196878484,1.339511793,92.42045881,12:11:50,路口5
1,0,16813591200,0.119320293,0,97.61359414,12:12:00,路口5
1,0.833718173,16813591300,0.047728117,7.85105806,79.36776942,12:12:10,路口5
1,0,16813591400,0,0,100,12:12:20,路口5
1,4.160496228,16813591500,0.107388264,1.573266606,93.66943844,12:12:30,路口5
1,3.241238667,16813591600,0.232674571,2.019465535,90.10337041,12:12:40,路口5
1,1.53623073,16813591700,0.43551907,4.260798623,80.5454482,12:12:50,路口5
1,0.423648183,16813591800,0.137218337,15.45048473,58.60400253,12:13:00,路口5
1,0,16813591900,0.119320293,0,97.61359414,12:13:10,路口5
1,0,16813592000,0.119320293,0,97.61359414,12:13:20,路口5
1,3.869495793,16813592100,0.173014425,1.691582089,92.07858653,12:13:30,路口5
1,2.957937843,16813592200,0.125286308,2.212882801,91.78459057,12:13:40,路口5
1,0,16813592300,0,0,100,12:13:50,路口5
1,0,16813592400,0,0,100,12:14:00,路口5
1,0,16813592500,0,0,100,12:14:10,路口5
1,8.068473545,16813592600,0.065626161,0.811252555,96.17523698,12:14:20,路口5
1,7.546361147,16813592700,0.214776527,0.867380934,93.08323545,12:14:30,路口5
1,4.989407674,16813592800,0.208810513,1.311893156,92.24469239,12:14:40,路口5
1,0.090239783,16813592900,0.238640586,72.53530091,-86.11647839,12:14:50,路口5
1,1.768796674,16813593000,0.268470659,3.700577841,85.27301441,12:15:00,路口5
1,0,16813593100,0.238640586,0,95.22718828,12:15:10,路口5
1,2.968124377,16813593200,0.292334718,2.205288238,88.46199758,12:15:20,路口5
1,2.286558553,16813593300,0.292334718,2.862629417,86.85953858,12:15:30,路口5
1,1.183846211,16813593400,0.381824938,5.529071021,78.46979292,12:15:40,路口5
1,0.011536508,16813593500,0.357960879,567.3787915,-1325.606889,12:15:50,路口5
1,0.821859422,16813593600,0.357960879,7.964342318,72.88061506,12:16:00,路口5
1,7.934071631,16813593700,0.351994864,0.824995045,90.4215708,12:16:10,路口5
1,13.76447893,16813593800,0.125286308,0.475540688,95.47955339,12:16:20,路口5
1,12.78506957,16813593900,0.041762103,0.511969821,97.11772922,12:16:30,路口5
1,14.00726525,16813594000,0.035796088,0.467298196,97.27539684,12:16:40,路口5
1,0,16813594100,0,0,100,12:16:50,路口5
1,0,16813594200,0,0,100,12:17:00,路口5
1,6.312346114,16813594300,0.125286308,1.036947224,94.52316502,12:17:10,路口5
1,0.368139022,16813594400,0.238640586,17.78015743,50.75470635,12:17:20,路口5
1,0,16813594500,0.238640586,0,95.22718828,12:17:30,路口5
1,0.203773248,16813594600,0.214776527,32.12183078,15.3876661,12:17:40,路口5
1,0,16813594700,0.119320293,0,97.61359414,12:17:50,路口5
1,3.201579333,16813594800,0.161082396,2.044481519,91.47505353,12:18:00,路口5
1,3.5459356,16813594900,0.149150366,1.845935887,92.18939682,12:18:10,路口5
1,1.595604244,16813595000,0.214776527,4.10225142,85.35310464,12:18:20,路口5
1,1.696362824,16813595100,0.238640586,3.858590678,85.47892981,12:18:30,路口5
1,2.377792917,16813595200,0.137218337,2.752792192,90.2309852,12:18:40,路口5
1,1.192670273,16813595300,0.340062835,5.488163768,79.40677366,12:18:50,路口5
1,0,16813595400,0.357960879,0,92.84078242,12:19:00,路口5
1,0,16813595500,0.357960879,0,92.84078242,12:19:10,路口5
1,2.558541255,16813595600,0.184946454,2.558320983,89.75175598,12:19:20,路口5
1,5.447298444,16813595700,0.053694132,1.201617617,95.59523541,12:19:30,路口5
1,4.015873096,16813595800,0.143184352,1.629924458,92.82054944,12:19:40,路口5
1,0,16813595900,0.119320293,0,97.61359414,12:19:50,路口5
1,0,16813596000,0.119320293,0,97.61359414,12:20:00,路口5
1,1.408136963,16813596100,0.041762103,4.648390001,87.45929473,12:20:10,路口5
1,8.619999917,16813596200,0.071592176,0.759346849,96.15258937,12:20:20,路口5
1,2.559295087,16813596300,0.274436674,2.557567438,87.96379022,12:20:30,路口5
1,0,16813596400,0.238640586,0,95.22718828,12:20:40,路口5
1,2.18121023,16813596500,0.519043275,3.000888996,81.9860394,12:20:50,路口5
1,5.392686199,16813596600,0.405688996,1.213786513,88.52819262,12:21:00,路口5
1,8.361314,16813596700,0.005966015,0.782839848,97.42190125,12:21:10,路口5
1,0,16813596800,0,0,100,12:21:20,路口5
1,0,16813596900,0,0,100,12:21:30,路口5
1,6.564613,16813597000,0.047728117,0.99709911,96.1588131,12:21:40,路口5
1,1.980291468,16813597100,0.149150366,3.305356754,88.6347833,12:21:50,路口5
1,1.845658294,16813597200,0.411655011,3.54646892,82.78998798,12:22:00,路口5
1,0.854915618,16813597300,0.835242051,7.656392796,64.10288205,12:22:10,路口5
1,0.199010091,16813597400,0.930698286,32.89064255,-0.852512692,12:22:20,路口5
1,0.906621739,16813597500,0.865072125,7.219736188,64.59481973,12:22:30,路口5
1,5.090343917,16813597600,0.387790952,1.285879674,88.72406113,12:22:40,路口5
1,5.194191454,16813597700,0.244606601,1.260171065,91.64578883,12:22:50,路口5
1,0.598586165,16813597800,0.071592176,10.93505022,71.19461575,12:23:00,路口5
1,0,16813597900,0,0,100,12:23:10,路口5
1,0,16813598000,0,0,100,12:23:20,路口5
1,10.10429245,16813598100,0.083524205,0.647800903,96.10375609,12:23:30,路口5
1,3.495104924,16813598200,0.220742542,1.872782054,90.69348773,12:23:40,路口5
1,1.669746801,16813598300,0.536941319,3.920097212,79.36074579,12:23:50,路口5
1,0.084034561,16813598400,0.596601465,77.89140234,-106.6655772,12:24:00,路口5
1,1.949851972,16813598500,0.34602885,3.356957283,84.57003868,12:24:10,路口5
1,0.992636534,16813598600,0.322164791,6.594125396,77.01183249,12:24:20,路口5
1,2.388952579,16813598700,0.43551907,2.739932904,84.29644919,12:24:30,路口5
1,0.957935233,16813598800,0.411655011,6.832998255,74.62692803,12:24:40,路口5
1,0.076318164,16813598900,0.357960879,85.76686624,-121.5809623,12:24:50,路口5
1,2.441270805,16813599000,0.143184352,2.68121413,90.28680139,12:25:00,路口5
1,0,16813599100,0,0,100,12:25:10,路口5
1,0,16813599200,0,0,100,12:25:20,路口5
1,5.975439355,16813599300,0.17898044,1.095412302,93.32333409,12:25:30,路口5
1,3.938276456,16813599400,0.536941319,1.662039182,84.86977908,12:25:40,路口5
1,1.880475179,16813599500,0.292334718,3.480806262,85.33846148,12:25:50,路口5
1,0,16813599600,0.238640586,0,95.22718828,12:26:00,路口5
1,0.743827445,16813599700,0.292334718,8.799849781,72.10905154,12:26:10,路口5
1,1.424642897,16813599800,0.417621026,4.594533684,80.0757667,12:26:20,路口5
1,1.130401053,16813599900,0.596601465,5.790484502,73.52393538,12:26:30,路口5
1,2.417081827,16813600000,0.441485084,2.708046416,84.25515737,12:26:40,路口5
1,0,16813600100,0.238640586,0,95.22718828,12:26:50,路口5
1,0.883250239,16813600200,0.334096821,7.410776116,74.73812828,12:27:00,路口5
1,0.074212903,16813600300,0.357960879,88.19988901,-127.6633929,12:27:10,路口5
1,4.207614955,16813600400,0.250572615,1.555648473,90.84696961,12:27:20,路口5
1,7.16086865,16813600500,0.095456234,0.914074828,95.37603612,12:27:30,路口5
1,0.116602375,16813600600,0.119320293,56.13581866,-42.73294865,12:27:40,路口5
1,1.773935609,16813600700,0.202844498,3.689857594,86.61202991,12:27:50,路口5
1,0,16813600800,0.238640586,0,95.22718828,12:28:00,路口5
1,2.717151469,16813600900,0.292334718,2.408982293,87.96782082,12:28:10,路口5
1,2.396722702,16813601000,0.292334718,2.731050101,87.18187703,12:28:20,路口5
1,0,16813601100,0.238640586,0,95.22718828,12:28:30,路口5
1,0,16813601200,0.238640586,0,95.22718828,12:28:40,路口5
1,2.048497234,16813601300,0.238640586,3.195303206,87.11602043,12:28:50,路口5
1,9.6678986,16813601400,0.047728117,0.677041625,96.77275968,12:29:00,路口5
1,10.967134,16813601500,0.011932029,0.596835033,97.61124379,12:29:10,路口5
1,16.9891825,16813601600,0.011932029,0.385278678,97.77881177,12:29:20,路口5
1,15.20220934,16813601700,0.095456234,0.430567007,96.10232523,12:29:30,路口5
1,21.09507775,16813601800,0.023864059,0.310288962,97.48129176,12:29:40,路口5
1,0,16813601900,0,0,100,12:29:50,路口5
1,6.94615202,16813602000,0.059660147,0.942330338,96.0342021,12:30:00,路口5
1,1.473525785,16813602100,0.238640586,4.442114176,84.03349129,12:30:10,路口5
1,0.971354665,16813602200,0.292334718,6.738599208,77.24852634,12:30:20,路口5
1,1.852648156,16813602300,0.417621026,3.533088436,82.70369951,12:30:30,路口5
1,1.465730374,16813602400,0.262504645,4.465739329,83.49761496,12:30:40,路口5
1,3.361897863,16813602500,0.304266747,1.946986507,88.84548491,12:30:50,路口5
1,3.924719448,16813602600,0.375858923,1.6677803,88.07788762,12:31:00,路口5
1,3.514669839,16813602700,0.381824938,1.862356943,87.4967287,12:31:10,路口5
1,0.661084449,16813602800,0.328130806,9.901261155,68.64456593,12:31:20,路口5
1,0.267486673,16813602900,0.131252322,24.4706389,36.18230711,12:31:30,路口5
1,0,16813603000,0.119320293,0,97.61359414,12:31:40,路口5
1,2.31966985,16813603100,0.214776527,2.821767838,88.51086966,12:31:50,路口5
1,1.329728694,16813603200,0.34602885,4.922485172,80.69342635,12:32:00,路口5
1,3.186916271,16813603300,0.041762103,2.053888217,93.83882243,12:32:10,路口5
1,0,16813603400,0,0,100,12:32:20,路口5
1,0,16813603500,0,0,100,12:32:30,路口5
1,0,16813603600,0,0,100,12:32:40,路口5
1,6.306434211,16813603700,0.280402689,1.037919299,91.41876193,12:32:50,路口5
1,0,16813603800,0.357960879,0,92.84078242,12:33:00,路口5
1,0,16813603900,0.357960879,0,92.84078242,12:33:10,路口5
1,0,16813604000,0.357960879,0,92.84078242,12:33:20,路口5
1,0,16813604100,0.357960879,0,92.84078242,12:33:30,路口5
1,1.407050507,16813604200,0.357960879,4.65197926,81.12641124,12:33:40,路口5
1,7.756689793,16813604300,0.08949022,0.843861228,95.63514115,12:33:50,路口5
1,7.411029467,16813604400,0.017898044,0.883220045,96.98932724,12:34:00,路口5
1,7.873407225,16813604500,0.047728117,0.831351611,96.4946542,12:34:10,路口5
1,13.6994947,16813604600,0.059660147,0.477796439,96.79033629,12:34:20,路口5
1,5.741710778,16813604700,0.17898044,1.140003395,93.22588008,12:34:30,路口5
1,2.713423536,16813604800,0.614499509,2.412291959,81.51647451,12:34:40,路口5
1,1.171157533,16813604900,0.85910611,5.588974661,68.7751717,12:34:50,路口5
1,0.5213029,16813605000,1.020188506,12.55617373,48.17451739,12:35:00,路口5
1,0.024459097,16813605100,1.073882637,267.6128986,-590.5113669,12:35:10,路口5
1,1.452842521,16813605200,0.829276037,4.505353942,72.06392386,12:35:20,路口5
1,2.07614755,16813605300,0.334096821,3.152747876,85.31162505,12:35:30,路口5
1,0.424855095,16813605400,0.250572615,15.40659357,56.44657246,12:35:40,路口5
1,0,16813605500,0.226708557,0,95.46582886,12:35:50,路口5
1,0,16813605600,0.238640586,0,95.22718828,12:36:00,路口5
1,0.633573171,16813605700,0.208810513,10.33119784,69.95778076,12:36:10,路口5
1,4.376793555,16813605800,0.131252322,1.49551714,93.37355309,12:36:20,路口5
1,2.055569371,16813605900,0.340062835,3.184309842,85.11463453,12:36:30,路口5
1,0.021572487,16813606000,0.357960879,303.4221265,-665.7158281,12:36:40,路口5
1,1.476821159,16813606100,0.405688996,4.432202057,80.71710566,12:36:50,路口5
1,7.301978673,16813606200,0.08949022,0.896410421,95.53105083,12:37:00,路口5
1,0,16813606300,0,0,100,12:37:10,路口5
1,12.4691687,16813606400,0.059660147,0.52494035,96.74629607,12:37:20,路口5
1,10.7604155,16813606500,0.023864059,0.608300839,97.3563418,12:37:30,路口5
1,0,16813606600,0,0,100,12:37:40,路口5
1,0,16813606700,0,0,100,12:37:50,路口5
1,0,16813606800,0,0,100,12:38:00,路口5
1,7.933378894,16813606900,0.101422249,0.825067082,95.43288458,12:38:10,路口5
1,0.592654205,16813607000,0.238640586,11.04450069,67.58037729,12:38:20,路口5
1,1.115214951,16813607100,0.286368703,5.86933467,79.53237636,12:38:30,路口5
1,2.570960059,16813607200,0.101422249,2.545963231,91.45238934,12:38:40,路口5
1,15.6889855,16813607300,0.035796088,0.417207969,97.29971919,12:38:50,路口5
1,0,16813607400,0,0,100,12:39:00,路口5
1,9.472383175,16813607500,0.047728117,0.691016153,96.74955428,12:39:10,路口5
1,4.8405092,16813607600,0.011932029,1.352248185,96.0903084,12:39:20,路口5
1,0,16813607700,0,0,100,12:39:30,路口5
1,0,16813607800,0,0,100,12:39:40,路口5
1,0,16813607900,0,0,100,12:39:50,路口5
1,4.439546576,16813608000,0.196878484,1.474377995,92.11011255,12:40:00,路口5
1,3.164064458,16813608100,0.16704841,2.068722008,91.29738291,12:40:10,路口5
1,5.499796982,16813608200,0.42358704,1.190147527,88.22290256,12:40:20,路口5
1,0.234804829,16813608300,0.244606601,27.87664035,25.40217882,12:40:30,路口5
1,0,16813608400,0.238640586,0,95.22718828,12:40:40,路口5
1,0.260587922,16813608500,0.238640586,25.11846955,32.41537912,12:40:50,路口5
1,4.370395372,16813608600,0.149150366,1.497706551,93.01050257,12:41:00,路口5
1,0,16813608700,0.119320293,0,97.61359414,12:41:10,路口5
1,0,16813608800,0.119320293,0,97.61359414,12:41:20,路口5
1,0,16813608900,0.119320293,0,97.61359414,12:41:30,路口5
1,1.453528526,16813609000,0.07755819,4.503227601,87.10355548,12:41:40,路口5
1,15.34253677,16813609100,0.065626161,0.426628912,96.70035229,12:41:50,路口5
1,15.61571725,16813609200,0.023864059,0.41916549,97.53786207,12:42:00,路口5
1,12.6247138,16813609300,0.029830073,0.518472726,97.34973389,12:42:10,路口5
1,9.989542584,16813609400,0.149150366,0.655242192,94.77951464,12:42:20,路口5
1,2.775975583,16813609500,0.238640586,2.357934925,89.16579243,12:42:30,路口5
1,6.363520811,16813609600,0.053694132,1.028608214,95.97278558,12:42:40,路口5
1,0,16813609700,0,0,100,12:42:50,路口5
1,0,16813609800,0,0,100,12:43:00,路口5
1,0,16813609900,0,0,100,12:43:10,路口5
1,0,16813610000,0,0,100,12:43:20,路口5
1,0,16813610100,0,0,100,12:43:30,路口5
1,10.79094464,16813610200,0.071592176,0.606579868,96.40425013,12:43:40,路口5
1,5.005604472,16813610300,0.161082396,1.30764822,93.20889527,12:43:50,路口5
1,0.231415528,16813610400,0.119320293,28.28492041,26.88740817,12:44:00,路口5
1,4.980315264,16813610500,0.250572615,1.314288239,91.40400818,12:44:10,路口5
1,0.080318427,16813610600,0.244606601,81.49524382,-108.6350607,12:44:20,路口5
1,1.099825052,16813610700,0.387790952,5.95146452,77.29953015,12:44:30,路口5
1,0.926534553,16813610800,0.51307726,7.064571693,72.02143349,12:44:40,路口5
1,0.29740479,16813610900,0.686091685,22.00895886,31.23792486,12:44:50,路口5
1,1.873499927,16813611000,0.638363568,3.493765696,78.38590441,12:45:00,路口5
1,0.657747312,16813611100,0.375858923,9.95149605,67.56461657,12:45:10,路口5
1,0,16813611200,0.357960879,0,92.84078242,12:45:20,路口5
1,0,16813611300,0.357960879,0,92.84078242,12:45:30,路口5
1,1.494023474,16813611400,0.453417114,4.3811693,79.88909307,12:45:40,路口5
1,2.389403077,16813611500,0.530975304,2.739416317,82.38858894,12:45:50,路口5
1,0.73283598,16813611600,0.375858923,8.931834618,70.10926484,12:46:00,路口5
1,0,16813611700,0.357960879,0,92.84078242,12:46:10,路口5
1,0.251399981,16813611800,0.375858923,26.03647683,27.37654548,12:46:20,路口5
1,1.373393808,16813611900,0.495179216,4.765981715,78.09905776,12:46:30,路口5
1,1.842182087,16813612000,0.184946454,3.553161126,87.30763718,12:46:40,路口5
1,0,16813612100,0.119320293,0,97.61359414,12:46:50,路口5
1,0,16813612200,0.119320293,0,97.61359414,12:47:00,路口5
1,0,16813612300,0.119320293,0,97.61359414,12:47:10,路口5
1,2.782255233,16813612400,0.119320293,2.352612981,91.56512637,12:47:20,路口5
1,1.142035826,16813612500,0.113354278,5.731492504,83.33566102,12:47:30,路口5
1,0,16813612600,0.119320293,0,97.61359414,12:47:40,路口5
1,0,16813612700,0.119320293,0,97.61359414,12:47:50,路口5
1,2.490031628,16813612800,0.214776527,2.628709493,88.98329382,12:48:00,路口5
1,2.739584862,16813612900,0.101422249,2.389256076,91.83403974,12:48:10,路口5
1,6.009317678,16813613000,0.161082396,1.08923677,93.6947011,12:48:20,路口5
1,2.579676224,16813613100,0.226708557,2.537360975,88.96764585,12:48:30,路口5
1,1.77692875,16813613200,0.274436674,3.683642228,85.19554523,12:48:40,路口5
1,0.045911793,16813613300,0.238640586,142.5683762,-261.196507,12:48:50,路口5
1,1.838075087,16813613400,0.125286308,3.561100318,88.48123854,12:49:00,路口5
1,10.50615793,16813613500,0.08949022,0.623022214,96.02227059,12:49:10,路口5
1,2.757299851,16813613600,0.292334718,2.37390568,88.05310345,12:49:20,路口5
1,1.408541837,16813613700,0.650295597,4.647053858,75.2919409,12:49:30,路口5
1,0.838084343,16813613800,0.584669436,7.810156383,68.73093526,12:49:40,路口5
1,0.135476122,16813613900,0.244606601,48.31530224,-25.68851618,12:49:50,路口5
1,0,16813614000,0.238640586,0,95.22718828,12:50:00,路口5
1,1.674030711,16813614100,0.268470659,3.910065529,84.75498115,12:50:10,路口5
1,0,16813614200,0.238640586,0,95.22718828,12:50:20,路口5
1,0.551216962,16813614300,0.232674571,11.87476118,65.6265326,12:50:30,路口5
1,4.9545627,16813614400,0.011932029,1.321119577,96.16128671,12:50:40,路口5
1,0,16813614500,0,0,100,12:50:50,路口5
1,4.152452202,16813614600,0.125286308,1.576314298,93.30434097,12:51:00,路口5
1,2.205861059,16813614700,0.173014425,2.967353611,88.98897581,12:51:10,路口5
1,4.065093324,16813614800,0.465349143,1.610189301,86.42363829,12:51:20,路口5
1,3.754214513,16813614900,0.190912469,1.743525778,91.59768331,12:51:30,路口5
1,4.756853543,16813615000,0.208810513,1.376029285,92.09830532,12:51:40,路口5
1,0,16813615100,0.119320293,0,97.61359414,12:51:50,路口5
1,0,16813615200,0.119320293,0,97.61359414,12:52:00,路口5
1,0.706363326,16813615300,0.053694132,9.266576479,75.71729437,12:52:10,路口5
1,0,16813615400,0,0,100,12:52:20,路口5
1,4.294010753,16813615500,0.095456234,1.524348716,94.02236288,12:52:30,路口5
1,1.597062607,16813615600,0.16704841,4.098505437,86.31694445,12:52:40,路口5
1,3.015680685,16813615700,0.429553055,2.170511557,85.80171917,12:52:50,路口5
1,5.229277368,16813615800,0.334096821,1.251715929,89.87501712,12:53:00,路口5
1,3.601597467,16813615900,0.17898044,1.81740737,91.66077694,12:53:10,路口5
1,0,16813616000,0.119320293,0,97.61359414,12:53:20,路口5
1,0,16813616100,0.119320293,0,97.61359414,12:53:30,路口5
1,0.577063971,16813616200,0.101422249,11.34288417,69.57972075,12:53:40,路口5
1,0,16813616300,0,0,100,12:53:50,路口5
1,4.528074494,16813616400,0.101422249,1.445552582,94.08598909,12:54:00,路口5
1,2.035202855,16813616500,0.184946454,3.216175607,88.13851973,12:54:10,路口5
1,0.090160306,16813616600,0.238640586,72.59924073,-86.27632317,12:54:20,路口5
1,0.919298949,16813616700,0.298300733,7.120175416,76.17838887,12:54:30,路口5
1,0.477423486,16813616800,0.286368703,13.71019644,59.96848941,12:54:40,路口5
1,0.534434689,16813616900,0.357960879,12.24765142,62.18958779,12:54:50,路口5
1,0,16813617000,0.357960879,0,92.84078242,12:55:00,路口5
1,2.449021169,16813617100,0.465349143,2.67272895,83.8642535,12:55:10,路口5
1,2.159353408,16813617200,0.60256748,3.031263782,80.24092974,12:55:20,路口5
1,1.094033204,16813617300,0.155116381,5.982971774,81.87460095,12:55:30,路口5
1,2.807094007,16813617400,0.262504645,2.331795715,88.75199218,12:55:40,路口5
1,1.417791035,16813617500,0.614499509,4.616738022,76.0830973,12:55:50,路口5
1,0.523717938,16813617600,0.548873348,12.49827302,57.74542743,12:56:00,路口5
1,1.073002276,16813617700,0.226708557,6.100238483,80.15085252,12:56:10,路口5
1,0,16813617800,0.131252322,0,97.37495355,12:56:20,路口5
1,2.063407222,16813617900,0.161082396,3.172214242,88.72401205,12:56:30,路口5
1,4.986011456,16813618000,0.202844498,1.312786751,92.36198247,12:56:40,路口5
1,2.417476265,16813618100,0.149150366,2.707604568,90.10293268,12:56:50,路口5
1,1.4369185,16813618200,0.017898044,4.555282556,88.16761762,12:57:00,路口5
1,0,16813618300,0,0,100,12:57:10,路口5
1,0,16813618400,0,0,100,12:57:20,路口5
1,5.007897377,16813618500,0.17898044,1.307049503,92.85229361,12:57:30,路口5
1,2.32264032,16813618600,0.244606601,2.818159025,87.923112,12:57:40,路口5
1,0,16813618700,0.119320293,0,97.61359414,12:57:50,路口5
1,0,16813618800,0.119320293,0,97.61359414,12:58:00,路口5
1,3.24703212,16813618900,0.149150366,2.015862343,91.78251489,12:58:10,路口5
1,7.206200681,16813619000,0.214776527,0.908324659,93.00128576,12:58:20,路口5
1,2.371358958,16813619100,0.173014425,2.760261055,89.49677733,12:58:30,路口5
1,2.686042734,16813619200,0.405688996,2.436882219,85.63285196,12:58:40,路口5
1,0.347545098,16813619300,0.596601465,18.83372781,40.96279847,12:58:50,路口5
1,0.016427445,16813619400,0.596601465,398.453309,-908.0662873,12:59:00,路口5
1,0.024413878,16813619500,0.596601465,268.108562,-582.2048992,12:59:10,路口5
1,4.015535796,16813619600,0.328130806,1.630061369,89.12129831,12:59:20,路口5
1,8.458506518,16813619700,0.101422249,0.773844622,95.52943307,12:59:30,路口5
10,13.28848275,16813584490,0.073412476,0.812120701,95.70413977,12:00:49,道路8_向右
10,0,16813584590,0,0,100,12:00:59,道路8_向右
10,0,16813584690,0,0,100,12:01:09,道路8_向右
10,0,16813584790,0,0,100,12:01:19,道路8_向右
10,0,16813584890,0,0,100,12:01:29,道路8_向右
10,0,16813584990,0,0,100,12:01:39,道路8_向右
10,0,16813585090,0,0,100,12:01:49,道路8_向右
10,0,16813585190,0,0,100,12:01:59,道路8_向右
10,0,16813585290,0,0,100,12:02:09,道路8_向右
10,14.8484909,16813585390,0.061177063,0.726797894,96.06855455,12:02:19,道路8_向右
10,9.734451111,16813585490,0.055059357,1.108624595,95.54318431,12:02:29,道路8_向右
10,9.556313,16813585590,0.006117706,1.129290336,96.48104125,12:02:39,道路8_向右
